,Score,Comment,Comment_after_2,output
3128,3.0,"Nướng ở đây tẩm ướp ổn. Tuy nhiên nước lẩu thì hơi ""lề phố"", chưa đủ ngon như các nhà hàng cùng mức giá. Bò mỹ thái hơi dày nên ko đạt đc độ mềm. Thái độ nhân viên ổn, tuy nhiêṇ đồ ăn lên hơi chậm với cả ko nướng cho khách. Ở 1 số chuỗi khác nhân viên thường sẽ đứng nướng luôn. Gọi nước mắm mà nhà hàng nhất quyết không đem lên dù nói thế nào. Tầng 2 không gian hẹp, chỗ ngồi tù tù, chỉ nên ngôì tầng 1. Với mức giá khá cao so với 1 nhà hàng buffet thì mình mong muốn được phục vụ tốt hơn và đồ ăn đúng chất nhà hàng hơn.",đây nhiên hơi chưa như hơi nên khôngđược nhân viên ăn lên hơi khôngcho nhân viên luôn khôngđem lên khôngnên hơn ăn hơn,0
3129,8.0,"Nhà hàng buffet nướng lẩu không khói không thuế 🌻
 💰giá cả: đang giảm giá đến hết tháng 11 ạ. Buffet nướng từ 209k còn 159k không thuế nữa mới thích ạ 😍
 🍤🍗🍖🌽🎂🌯🍰chất lượng: menu khá đa dạng, k có tôm hay bạch tuộc nhưng mình là 1 con nghiền thịt chứ k ham hải sản mấy nên k thành vấn đề với mình. Thịt có khá nhiều lựa chọn tẩm ướp. Thịt lợn ngon, tỉ lệ mỡ nạc cân đối, sốt ướp vừa phải nên ăn k bị ngấy. Thịt bò ban đầu có đĩa hơi dai do cắt sai thớ, còn sau đó thì mềm tan. Thịt ở đây mình đánh giá là chất lượng tốt dù giá rẻ. Mình thích salad hoa quả ở đây, rất thanh mát, cân bằng lượng mỡ vừa ăn. Súp rong biển làm ấm bụng trc khi chiến đấu vs thịt :-)) tráng miệng có thạch dừa tươi, thạch cam đào tươi mát k bị ngọt quá nên mình đã ăn tận 4 hũ lận, ngại quá 😂
 👯phục vụ: ở đây thì mình phải tự nướng mọi người ạ, nhưng vì thế mà cũng riêng tư hơn. Đồ ăn lên hơi chậm và đôi khi có quên đồ phải nhắc lại vài lần 
 🏠không gian: quán rất xinh xắn và ấm cúng. Dù không gian bị hẹp nhưng quán kê bàn ghế hợp lý nên vẫn thoáng và riêng tư. Decor đẹp với đồ gỗ đúng gu mình thích",nhà hàng nướng lẩu khôngkhói khôngthuế giá cả đang giảm giá đến hết tháng ạ nướng từ còn khôngthuế nữa mới thích ạ cười chất lượng khá đa dạng khôngcó tôm bạch tuộc nhưng mình là nghiền thịt chứ khônghải sản mấy nên khôngthành vấn đề với mình thịt có khá nhiều lựa chọn tẩm ướp thịt lợn tỉ lệ mỡ nạc cân đối sốt ướp vừa phải nên ăn khôngbị ngấy thịt bò đầu có đĩa hơi cắt thớ còn đó thì mềm  thịt ở đây mình đánh giá là chất lượng tốt dù giá rẻ mình thích quả ở đây rất mát cân bằng lượng mỡ vừa ăn súp biển làm ấm bụng trước chiến đấu với thịt tráng miệng có thạch dừa tươi thạch đào tươi mát khôngbị ngọt quá nên mình đã ăn tận hũ lận ngại quá cười phục vụ ở đây thì mình phải tự nướng mọi người ạ nhưng vì thế mà cũng riêng tư hơn đồ ăn lên hơi chậm và đôi có quên đồ phải nhắc lại vài lần khôngquán rất xắn và ấm cúng dù khôngbị hẹp nhưng quán kê bàn ghế hợp lý nên vẫn thoáng và riêng tư đẹp với đồ gỗ đúng mình thích,1
3130,7.4,"✔️cô ngồi ở gốc cây trước đền chùa, chủ yếu là thấy bán mang về hoy nhưng vẫn ngồi tại đấy ăn được nà, cô vui tính và thoải mái cực, cứ ngồi bao lâu tuỳ thích ))) 
ngồi có một lúc mà thấy bao nhiêu người mua mang về luôn ý:))

combo 25k, 10 quẩy, 3 bánh tiêu ăn ngang dạ luôn😌 bánh tiêu to bằng cái mặt luôn, to vãi chưởng, bánh giòn dai, ngọt ngọt ngon nhắm👍 quẩy to bằng 2 đốt tay chập lại, cũng giòn, ko bị mỡ nhiều, nước chấm chua ngọt dễ ăn😌
bữa quà vặt buổi chiều siêu rẻ mà cũng ngon nà😌",ngồi ở gốc cây trước đền chùa chủ yếu là thấy bán về thôi nhưng vẫn ngồi tại đấy ăn được nà cô tính và thoải mái cực cứ ngồi lâu tuỳ thích ngồi có một lúc mà thấy nhiêu người về luôn ý quẩy bánh tiêu ăn dạ luôn bánh tiêu bằng cái mặt luôn vãi chưởng bánh giòn ngọt ngọt nhắmthích quẩy bằng đốt chập lại cũng giòn khôngbị mỡ nhiều nước chấm ngọt dễ ăn bữa quà vặt buổi chiều siêu rẻ mà cũng nà,0
3131,7.6,"Lần thứ 3 đi qua nhìn thấy hàng quẩy ở vỉa hè này nên quyết định vào ăn xem sao. 
✔️Vị trí: Nhà này thì ở ngõ 65 Đường Thành nhưng gần đây xin được 1 chỗ ngồi ở ngay mặt Đường Thành, ở cạnh bờ tường của chùa Kim Cổ. Đi từ Hàng Bông, rẽ vào Đường Thành thì nhìn bên tay phải ngay đầu đường có chùa, đi xuống chút sẽ thấy hàng quẩy này ngồi ở vỉa hè nhé
✔️Món ăn: chỉ có 2 món đơn giản là quẩy nóng và bánh tiêu. 
⭕️Quẩy nóng thì mình không thích lắm vì mình thích quẩy mềm cơ. Quẩy nhà này cứ bị phần đầu quẩy giòn với có cái thì giòn nguyên luôn. Ăn không thích lắm. 
⭕️Bánh tiêu thì hơi rỗng ruột nhưng mà vị bánh thì khá ngọt và ngon. Ăn k hề bị ngấy. Mình thấy chấm khá hợp còn ny ăn thì ăn không chấm cũng không ngấy nhé. 
⭕️Nươcs chấm ở đây pha rất vừa miệng và ngon. Nhưng hơi cay. Nếu ăn liên tục là thấy khá cay đó. 
✔️Giá cả: mình thấy giá trung bình nhé. 12k 1 chục quẩy và 5k 1 bánh tiêu. Mình lấy tròn 20k là được 8 quẩy và 2 bánh tiêu. Ngồi nhâm nhu thoải mái. Ăn xong ngồi bao lâu cũng được. 
✔️Không gian: cũng ít chỗ. Có mấy ghế ngồi dọc theo tường của chùa thôi. Dân quanh đây chủ yếu mua mang về. Ngồi lúc mà thấy người ta mua về liên tục í. 
✔️Nhân viên: có cô chủ ngồi bán và người nhà cô mang đồ ra khi hết. Cô chủ không thân thiện lắm nhưng cũng chu đáo và nhanh nhẹn phục vụ. Cô còn hay cho con chó tring chùa quẩy khi nó ra nữa.",lần thứ đi nhìn thấy hàng quẩy ở vỉa hè này nên quyết định vào ăn  trí nhà này thì ở ngõ đường thành nhưng gần đây được chỗ ngồi ở mặt đường thành ở cạnh bờ tường của chùa cổ đi từ hàng bông rẽ vào đường thành thì nhìn bên phải đầu đường có chùa đi xuống chút sẽ thấy hàng quẩy này ngồi ở vỉa hè nhé ăn chỉ có món đơn giản là quẩy nóng và bánh tiêu nóng thì mình khôngthích lắm vì mình thích quẩy mềm cơ quẩy nhà này cứ bị phần đầu quẩy giòn với có cái thì giòn nguyên luôn ăn khôngthích lắm tiêu thì hơi rỗng ruột nhưng mà vị bánh thì khá ngọt và  ăn khônghề bị ngấy mình thấy chấm khá hợp còn người yêu ăn thì ăn khôngchấm cũng khôngngấy nhé chấm ở đây rất vừa miệng và  nhưng hơi  nếu ăn liên tục là thấy khá đó cả mình thấy giá bình nhé chục quẩy và bánh tiêu mình lấy tròn là được quẩy và bánh tiêu ngồi nhâm thoải mái ăn ngồi lâu cũng được cũng ít chỗ có mấy ghế ngồi dọc tường của chùa thôi dân đây chủ yếu về ngồi lúc mà thấy người về liên tục í viên có cô chủ ngồi bán và người nhà cô đồ hết cô chủ khôngthân thiện lắm nhưng cũng đáo và nhẹn phục vụ cô còn cho chó chùa quẩy nó nữa,1
3132,6.4,"Biết đến quán qua mạng, thấy ảnh không gian quán khá đẹp, nhìn thoáng rộng và có khung cảnh xanh mát thơ mộng. Tuy nhiên đến thì hơi vỡ mộng vì quán chật hơn suy nghĩ. Chỗ ngồi ngoài hiên xanh mát là tận dụng không gian cửa bên, nhìn quả thực cũng không có gì mà lên ảnh siêu đẹp.
Đồ uống cũng bình thường. Mình gọi cookies trà xanh và bạc hà. Vị trà xanh bị ngọt quá, còn bạc hà uống cũng ổn. Giá cả đồ ăn vặt như hướng dương, bò khô thì tính ra chưa đến 40k một người.
Lúc mình đến thì chỉ có anh chủ phục vụ nhưng vắng khách nên đồ cũng ra nhanh ))
Đồ uống thường nhưng không gian lên ảnh siêu thích hợp các bạn sống ảo",biết đến quán mạng thấy ảnh khôngquán khá đẹp nhìn thoáng rộng và có cảnh mát thơ mộng nhiên đến thì hơi vỡ mộng vì quán chật hơn nghĩ chỗ ngồi ngoài hiên mát là tận dụng khôngcửa bên nhìn quả thực cũng khôngcó gì mà lên ảnh siêu đẹp đồ uống cũng bình thường mình gọi cookies trà và bạc hà vị trà bị ngọt quá còn bạc hà uống cũng ổn giá cả đồ ăn vặt như hướng dương bò khô thì tính chưa đến một người lúc mình đến thì chỉ có chủ phục vụ nhưng vắng khách nên đồ cũng đồ uống thường nhưng khônglên ảnh siêu thích hợp các bạn sống ảo,0
3133,8.0,"Biết đến quán nhờ hotdeal
Anh chủ cửa hàng dễ tính. Vui vẻ . niềm nở với khách và thoải mái
Lúc đầu cứ tưởng quán có 2 tầng vì thấy ảnh rộng lắm . nhưng hóa ra là 1 tần với cả có 1 lối nhỏ ở ngoài 
Đồ uống tạm ổn. So với mức giá chung thì là rẻ
Sáng nay mồng 1 mình cùng bạn đến đây. Thấy quán khá là đông khách. 
Nhưng phục vụ vẫn nhanh nhẹn đâu ra đấy
À có cả ăn vặt nữa.có thể ăn sáng luôn
Sẽ ghé qua sớm lại vì mình học ở gần đây
Chúc quán luôn may mắn, đắt hàng",biết đến quán nhờ chủ cửa hàng dễ tính vẻ niềm nở với khách và thoải mái lúc đầu cứ tưởng quán có tầng vì thấy ảnh rộng lắm nhưng hóa là tần với cả có lối nhỏ ở ngoài đồ uống tạm ổn với mức giá thì là rẻ sáng mồng mình cùng bạn đến đây thấy quán khá là đông khách nhưng phục vụ vẫn nhẹn đâu đấy à có cả ăn vặt nữa có thể ăn sáng luôn sẽ ghé sớm lại vì mình học ở gần đây chúc quán luôn mắn đắt hàng,1
3134,7.0,"Quán nhỏ, chỉ khoảng 6-7 bàn trong nhà nhưng có bàn nhỏ trước cửa và bên cạnh. Chủ quán nhiệt tình, nhanh nhẹn, đồ uống phục vụ nhanh. Thích quán ở điểm yên tĩnh.",nhưng bên  yên,0
3135,9.0,"Cứ bị thích ra quán này ý. Đồ uống khá là ok. Mức giá phải chăng. Thái độ phục vụ thì chu đáo nhiệt tình. Đồ lên nhanh. Không gian quán ấm cúng, hơi nhỏ chút nhưng quán thiết kế khá hợp lý. Ở đây có anh chủ quán rất mến khách, phục vụ không chê câu gì luôn. Ngay đầu ngõ đi vào có hàng bún ngan khá là đông(mình chưa có dịp ăn thử). 
Chỉ có nhược điểm duy nhất là lối đi vào hơi nhỏ chút nhưng bù lại chỗ để xe khá thoải mái.
Sẽ còn gắn bó với quán dài dài vì rất thích cách phục vụ cũng như đồ uống ở đây ❤️👍",cứ bị thích quán này ý đồ uống khá là  mức giá phải chăng thái độ phục vụ thì đáo nhiệt tình đồ lên  khôngquán ấm cúng hơi nhỏ chút nhưng quán thiết kế khá hợp lý ở đây có chủ quán rất mến khách phục vụ khôngchê câu gì luôn đầu ngõ đi vào có hàng bún khá là đông mình chưa có dịp ăn thử chỉ có nhược điểm nhất là lối đi vào hơi nhỏ chút nhưng bù lại chỗ để khá thoải mái sẽ còn gắn bó với quán dài dài vì rất thích cách phục vụ cũng như đồ uống ở đây yêu,1
3136,8.0,"Hôm nay nắng nóng, kiếm quán nào vào học nên lướt foody thì thấy quán này gần mà có vẻ yên tĩnh nên ghé qua luôn. 
Quán nằm trong ngõ 198, đi từ Chùa Bộc lên sẽ nằm bên tay phải, gần đến đoạn ngã tư Yên Lãng-Thái Hà. Đi vào ngõ thì nhà số 7 nằm bên tay phải luôn. Quán có biển nên cũng dễ nhìn. 
Ấn tượng đầu tiên là quán khá nhỏ, chỉ có khoảng 5-6 bàn thôi. Nhưng decor kiểu nhẹ nhàng siêu đáng yêu luôn. Lúc mình đến quán không mở nhạc mà mở phim trên StarMovies, âm lượng cũng bé nên tĩnh lặng cực. Đến quán học cực thích hợp luôn. 
Nhân viên của quán và anh chủ cũng nhẹ nhàng lịch sự cực. Cảm giác đến quán thoải mái lắm luôn. 
Bọn mình gọi 1 chanh muối và 1 dilmah bạc hà để giải khát vì cũng k thích uống đồ phức tạp. Giá rẻ cực mỗi cốc có 20k thôi. Mình xem toàn bộ menu giá chỉ rao động từ 20-45k thôi khá rẻ. Chanh muối uống ngon, dilmah bạc ha cũng thơm. Quán còn giảm 20% cho ecard của mình nhưng gọi đồ rẻ nên cũng ngại dùng.
Nói chung là đi hẹn hò riêng tư hay ra học bài thì quán siêu hợp luôn vì vắng vẻ, yên tĩnh.",hôm nắng nóng kiếm quán nào vào học nên lướt thì thấy quán này gần mà có vẻ yên tĩnh nên ghé luôn quán nằm ngõ đi từ chùa bộc lên sẽ nằm bên phải gần đến đoạn ngã tư yên lãng thái hà đi vào ngõ thì nhà số nằm bên phải luôn quán có biển nên cũng dễ nhìn ấn tượng đầu tiên là quán khá nhỏ chỉ có khoảng bàn thôi nhưng kiểu nhẹ nhàng siêu đáng yêu luôn lúc mình đến quán khôngmở nhạc mà mở trên starmovies âm lượng cũng bé nên tĩnh lặng cực đến quán học cực thích hợp luôn nhân viên của quán và chủ cũng nhẹ nhàng lịch sự cực cảm giác đến quán thoải mái lắm luôn bọn mình gọi muối và dilmah bạc hà để giải khát vì cũng khôngthích uống đồ phức tạp giá rẻ cực mỗi cốc có thôi mình toàn bộ giá chỉ động từ thôi khá rẻ muối uống dilmah bạc cũng thơm quán còn giảm cho ecard của mình nhưng gọi đồ rẻ nên cũng ngại dùng nói là đi hẹn hò riêng tư học bài thì quán siêu hợp luôn vì vắng vẻ yên tĩnh,1
3137,7.0,"Quán khá dễ tìm, không gian hơi tối, nằm trong ngõ nên khá yên tĩnh.
Dọc bàn ngoài trời nhìn khá hay, như kiểu trong ngách nhỏ ấy, chiều mà có nắng xiên chịp check-in chắc đep phết.
Menu lướt qua thấy đồ cũng tuoeng tự các quán khác. Vào chưa kịp gọi đồ mà có việc phải đi nên k review chất lượng :)",quán khá dễ tìm khônghơi tối nằm ngõ nên khá yên tĩnh dọc bàn ngoài trời nhìn khá như kiểu ngách nhỏ ấy chiều mà có nắng xiên chịp chắc đep phết lướt thấy đồ cũng tuoeng tự các quán khác vào chưa kịp gọi đồ mà có việc phải đi nên khôngreview chất lượng,0
3138,7.6,"Quán đẹp, nhẹ nhàng, cảm giác được thư giãn khi bước vào không gian quán, cảm giác rất thân thiện",quán đẹp nhẹ nhàng cảm giác được thư giãn bước vào khôngquán cảm giác rất thân thiện,1
3139,6.8,"hôm đó trời lạnh lạnh tự nhiên thèm món này nên đặt ăn thử thấy trên foody gthieu cũng khá nhiều rồi
đến nơi bạn ship báo quẩy tăng giá, ok , ko sao
quẩy cũng khá nhiều, cơ mà mình thấy hơi rắn ở quê mih hải phòng họ chiên quẩy kiểu gì bên trong mềm mà bên ngoài dai dai giòn giong ngon lắm
ở đây thấy hơi cứng, bánh gối cũng khá ngon nè
mắm thì mih thấy bị gắt giấm quá, ăn xog cảm tưởng hơi khé ở cổ
quẩy đem giao đưng trong túi nên giữ đc độ nóng lắm",hôm đó trời lạnh lạnh tự nhiên thèm món này nên đặt ăn thử thấy trên cũng khá nhiều rồi đến nơi bạn hàng báo quẩy tăng giá khôngquẩy cũng khá nhiều cơ mà mình thấy hơi rắn ở quê mình hải phòng họ chiên quẩy kiểu gì bên mềm mà bên ngoài giòn lắm ở đây thấy hơi cứng bánh gối cũng khá nè mắm thì mình thấy bị gắt giấm quá ăn cảm tưởng hơi khé ở cổ quẩy đem đưng túi nên giữ được độ nóng lắm,0
3140,7.2,"Ăn ở quán và gọi ship thì thấy đồ ăn của quán đều ngon, bánh gối to, quẩy mới làm rất nóng
Tuy nhiên trong menu rõ ràng shop có món bánh bao và bánh bền mà lần nào gọi ship cũng bảo là ko có hoặc hết rồi, chỉ có bánh tôm, bánh gối và quẩy. Nếu k có thì shop sửa lại menu nhé. Vì đồ ăn là gọi ship mới làm nên chờ hơi lâu thôi còn mọi thứ ok",ăn ở quán và gọi hàng thì thấy đồ ăn của quán đều bánh gối quẩy mới làm rất nóng nhiên rõ ràng shop có món bánh và bánh bền mà lần nào gọi hàng cũng bảo là khôngcó hoặc hết rồi chỉ có bánh tôm bánh gối và quẩy nếu khôngcó thì shop sửa lại nhé vì đồ ăn là gọi hàng mới làm nên chờ hơi lâu thôi còn mọi thứ ,0
3141,8.6,"Mình gọi bánh gối và quẩy. Quẩy ở đây có vẻ hot nên đợi lâu. Bánh gối nhân nhiều củ đậu quá, vỏ hơi giòn nhưng bạn mình lại thích vỏ. Nước chấm cảm giác ban đầu dấm gắt, cũng k ngon lắm. Trước mình ăn ở Hải quẩy bên Bách Khoa nc chấm rất ngon. Đợi mãi quẩy mới ra, siêu siêu ngon, ngon nhất từ trc đến h mình ăn. Quẩy mới làm, k ngấm dầu. Rút ra lần sau sẽ mua quẩy ở đây về nhà pha nc chấm. Chắc chốt luôn từ nay ở HN chỉ ăn quẩy ở đây",mình gọi bánh gối và quẩy quẩy ở đây có vẻ nên đợi lâu bánh gối nhân nhiều củ đậu quá vỏ hơi giòn nhưng bạn mình lại thích vỏ nước chấm cảm giác đầu dấm gắt cũng khônglắm trước mình ăn ở hải quẩy bên bách chấm rất  đợi mãi quẩy mới siêu siêu nhất từ trước đến mình ăn quẩy mới làm khôngngấm dầu rút lần sẽ quẩy ở đây về nhà chấm chắc chốt luôn từ ở chỉ ăn quẩy ở đây,1
3142,7.6,"Nay mình thử đặt quẩy, bánh gối với bánh tôm
Trời mưa nên phải tầm hơn 30p a shipper mới đến nơi! Tưởng ko còn ngon nữa mà ngon không tưởng 👍🏻
Mình thấy bánh tôm cũng bình thường nhưng quẩy với bánh gối thì siêu ngon, lúc nhận hàng vẫn còn nóng và giòn nguyên luôn 😋 Lại còn siêu rẻ",mình thử đặt quẩy bánh gối với bánh tôm trời mưa nên phải tầm hơn shipper mới đến nơi tưởng khôngcòn nữa mà khôngtưởng thích mình thấy bánh tôm cũng bình thường nhưng quẩy với bánh gối thì siêu lúc nhận hàng vẫn còn nóng và giòn nguyên luôn cười lại còn siêu rẻ,1
3143,5.6,"Quẩy ở đây thì không có gì để bàn luận vì nóng hổi, mới làm nên rất ổn nhưng nước chấm ở đây chưa đủ ngon để ăn cùng với quẩy. M hay ăn ở gần trường cấp 3 cũ thì cảm thấy ở đây thua về khoản nước chấm.",quẩy ở đây thì khôngcó gì để bàn luận vì nóng hổi mới làm nên rất ổn nhưng nước chấm ở đây chưa đủ để ăn cùng với quẩy ăn ở gần trường cấp cũ thì cảm thấy ở đây về khoản nước chấm,0
3144,7.6,"Giá rẻ, ngon
Anh chị chủ thân thiện
Không gian nhỏ
Quẩy nhanh hết",giá rẻ chị chủ thân thiện khôngnhỏ quẩy hết,1
3145,5.6,Ở đây đông lắm nên lúc nào đến cx phải chờ 5 - 10p. Nhưng bù lại đc đồ ăn ngon và nc chấm cx ngon nhá. Ở đây có thêm súp lươn 25k bát to phết ăn ấm người 🖒🖒 . Đch thích hợp cho đồ rẻ mà lại ăn no đc nhá,ở đây đông lắm nên lúc nào đến cũng phải chờ nhưng bù lại được đồ ăn và chấm cũng nhá ở đây có thêm súp lươn bát phết ăn ấm người đch thích hợp cho đồ rẻ mà lại ăn được nhá,0
3146,4.8,"Tôi đặt hàng trên delivery mà chỉ nhận được quẩy và bánh không
không nước chấm, ko j cả, khô ko nuốt nổi",tôi đặt hàng trên delivery mà chỉ nhận được quẩy và bánh khôngkhông nước chấm khônggì cả khô khôngnuốt nổi,0
3147,7.8,"Mùa đông chiều muộn ra đey ăn quẩy là hợp lí :3 quán nằm trong con ngõ nhỏ, đầu tiên là bà cụ bán miến r đến con bà bán chè vs nước và quẩy cùng các loại đồ chiên rán. Mình gọi gần full menu đồ ăn lun. 2 gối 3 bao 2 tiêu 5 quẩy :)) tiếc là k gọi gà rán vs nem chua nữa. Thích nhất chắc là bánh bao chiên, vs đặc nhân thơm ngon từ trứng cút và thịt xay mộc nhĩ miến, chấm vs nc chấm chua ngọt, trùiiuii toẹt vờii😭😭 tiếp đến bánh gối cũng ngon nữa. Vs lớp vỏ mỏng đc rán zòn tann, nhân cũng đầy đặn cực kì, cut làm 3 rùi lại chấm và ăn thoyy. Bánh tiêu tuy k có nhân nhg vẫn có thể chấm or ăn k cũng đc. Vì lớp vỏ có vị ngọt và bánh khá mềm, ruột nh tơi xốp ngon phết. Cuối cùng món chính là quẩy nè. Quẩy đc chiên lên zòn tan, tách đôi và chấm cùng nc mắm kia thì hết xảy. Làm lúc 5c tí là hết😂😂 đc cái ac chủ ăn đến đâu làm đến đó cho nóng zòn, chờ đợi tẹo ăn cho ngon. Xong làm cốc chè nữa là hạp líi. A chủ nhìn to con thế thoy mà max hiền, thề :)) nc vs mẹ cũng lễ phép vc, phải nói là ngoan í ))

💲quẩy - 6k/5c
 Bánh gối 8k/c
 Bánh bao - 6,5k/c
 Bánh tiêu - 5k/c
 Me đá - 10k/c
 Trà chanh - 7k/c",mùa đông chiều muộn đey ăn quẩy là hợp lí quán nằm ngõ nhỏ đầu tiên là bà cụ bán miến rồi đến bà bán chè với nước và quẩy cùng các loại đồ chiên rán mình gọi gần đồ ăn  gối tiêu quẩy tiếc là khônggọi gà rán với nữa thích nhất chắc là bánh chiên với đặc nhân thơm từ trứng cút và thịt mộc nhĩ miến chấm với chấm ngọt trùiiuii toẹt vờii tiếp đến bánh gối cũng nữa với lớp vỏ mỏng được rán zòn tann nhân cũng đầy đặn cực kì cut làm rùi lại chấm và ăn thoyy bánh tiêu khôngcó nhân vẫn có thể chấm ăn khôngcũng đc vì lớp vỏ có vị ngọt và bánh khá mềm ruột tơi xốp phết cuối cùng món chính là quẩy nè quẩy được chiên lên zòn tách đôi và chấm cùng mắm thì hết xảy làm lúc tí là hếtcười cười được cái chủ ăn đến đâu làm đến đó cho nóng zòn chờ đợi tẹo ăn cho  làm cốc chè nữa là hạp líi chủ nhìn thế thôi mà hiền thề với mẹ cũng lễ phép phải nói là í quẩy bánh gối bánh bánh tiêu đá trà ,1
3148,5.0,Quẩy nóng 23 lò đúc đã có thêm món bánh gối mọi người qua thử nhé 😋😋😋😋,quẩy nóng lò đúc đã có thêm món bánh gối mọi người thử nhé cười cười cười cười,0
3149,8.0,"❤ Vị trí : quán này nằm ngay đầu ngõ 23 lò đúc. Trong ngõ này có cả quán bán bún, miến nữa. Quán này bán đồ ăn vặt như chè, quẩy, nem chua...
❤ Đồ ăn : mình hay qua đây ăn quẩy. Thỉnh thoảng gọi thêm cả chè để ăn nữa
❤ Chất lượng : giá đồ ăn ở đây phải nói là qá rẻ dù ở trên phố. Chất lượng đồ ăn thì rất ngon và oke. Mỗi lần thèm quẩy là mình lại phải qa đây ăn cho thoả vì ngon mà lại rẻ nữa
❤ Dịch vụ : chủ quán phục vụ khá nhanh nhưng k nhiệt tình mấy",yêu vị trí quán này nằm đầu ngõ lò đúc ngõ này có cả quán bán bún miến nữa quán này bán đồ ăn vặt như chè quẩy  yêu đồ ăn mình đây ăn quẩy thỉnh thoảng gọi thêm cả chè để ăn nữa yêu chất lượng giá đồ ăn ở đây phải nói là quá rẻ dù ở trên phố chất lượng đồ ăn thì rất và  mỗi lần thèm quẩy là mình lại phải đây ăn cho thoả vì mà lại rẻ nữa yêu dịch vụ chủ quán phục vụ khá nhưng khôngnhiệt tình mấy,1
3150,6.8,"Quẩy khá giòn nhưng vị lại là quẩy ngọt và hơi giống bánh đùi gà , nước chấm hơi nhạt. Quán cũng không khó tìm lắm và giá thì hơi giật mình vì rẻ.",quẩy khá giòn nhưng vị lại là quẩy ngọt và hơi giống bánh đùi gà nước chấm hơi nhạt quán cũng khôngkhó tìm lắm và giá thì hơi giật mình vì rẻ,0
3151,8.0,"Mỗi lần thèm ăn quẩy là mình lại nghĩ ngay đến quán này ạ. Quán này chỉ bán vào buổi chiều thôi, tầm khoảng 3h chiều. Nhiều hôm cất công sang đây ăn quẩy vì thèm mà thấy đóng cửa nên lại ngậm ngùi quay về. Ở đây ngoài bán quẩy còn có cả nem chua và chè nữa. Quẩy làm đến đâu bán cho khách đến đấy nên luôn mới và nóng, k sợ bị quẩy cũ đâu ah. Mà quẩy thì lại max rẻ ạ. Có 1k thôi. Chứ những chỗ # toàn 2k thôi. Tuy nhiên thì bà chủ có vẻ tiết kiệm nước chấm, mỗi lần cho có mỗi 1 ít thôi",mỗi lần thèm ăn quẩy là mình lại nghĩ đến quán này ạ quán này chỉ bán vào buổi chiều thôi tầm khoảng chiều nhiều hôm cất công sang đây ăn quẩy vì thèm mà thấy đóng cửa nên lại ngậm ngùi về ở đây ngoài bán quẩy còn có cả và chè nữa quẩy làm đến đâu bán cho khách đến đấy nên luôn mới và nóng khôngsợ bị quẩy cũ đâu  mà quẩy thì lại rẻ ạ có thôi chứ những chỗ toàn thôi nhiên thì bà chủ có vẻ tiết kiệm nước chấm mỗi lần cho có mỗi ít thôi,1
3152,7.0,"Chiều nay qua hàng quẩy ăn xế. Quán ngay đầu ngõ rất dễ tìm. Bán hàng có cô trẻ rán quẩy bên trong, còn bà cụ thì ngồi đầu ngõ trông hàng miến và thu tiền. Menu cũng khá nhiều món ăn vặt nhưng mình mới gọi quẩy và bánh bao rán nhân mặn. Quẩy ở đây giòn, ngon, ít bị ngấy mỡ. Nước chấm hơi ngọt so với khẩu vị của mình. Bánh bao là cái làm mình thất vọng nhất. Bánh chỉ nhỉnh hơn quả bóng bàn, nhìn giống bánh rán nhân ngọt, giá 6k/cái. Nhân bánh có ít thịt, mộc nhĩ và nguyên 1 quả trứng cút. Vấn đề là phần vỏ bánh quá ngọt, khiến cho vị trứng và thịt bị lấn áp hoàn toàn. Phần nhân trở nên quá sức nhạt nhẽo. Hôm nay không hài lòng lắm nhưng mình sẽ còn quay lại để thử thêm các loại bánh khác và chè của quán. Điểm cộng cho quán là mặc dù hàng ăn kiểu ngõ hẻm nhưng có vẻ sạch sẽ và thoáng. Thái độ phục vụ khá dễ chịu, chỗ để xe cũng tiện lợi, giá quẩy thì đúng là siêu rẻ, chỉ 1k/cái 😁",chiều hàng quẩy ăn xế quán đầu ngõ rất dễ tìm bán hàng có cô trẻ rán quẩy bên còn bà cụ thì ngồi đầu ngõ trông hàng miến và tiền cũng khá nhiều món ăn vặt nhưng mình mới gọi quẩy và bánh rán nhân mặn quẩy ở đây giòn ít bị ngấy mỡ nước chấm hơi ngọt với khẩu vị của mình bánh là cái làm mình thất vọng nhất bánh chỉ nhỉnh hơn quả bóng bàn nhìn giống bánh rán nhân ngọt giá cái nhân bánh có ít thịt mộc nhĩ và nguyên quả trứng cút vấn đề là phần vỏ bánh quá ngọt khiến cho vị trứng và thịt bị lấn áp hoàn toàn phần nhân trở nên quá sức nhạt nhẽo hôm khônghài lòng lắm nhưng mình sẽ còn lại để thử thêm các loại bánh khác và chè của quán điểm cộng cho quán là mặc dù hàng ăn kiểu ngõ hẻm nhưng có vẻ sạch sẽ và thoáng thái độ phục vụ khá dễ chịu chỗ để cũng tiện lợi giá quẩy thì đúng là siêu rẻ chỉ cái cười,0
